flightplan ---- cheapest_route ---- fuel_cost
DUB LHR SYD JFK AAL 777 -- None -- None
REC KOZ YCB MTL GUW A330 -- ('REC', 'GUW', 'MTL', 'KOZ', 'YCB', 'REC') -- 21275.68
YRG HTL SJI CUA YIF A330 -- ('YRG', 'YIF', 'HTL', 'CUA', 'SJI', 'YRG') -- 5928.9
GDN YCS TIY KNO PAN A330 -- ('GDN', 'TIY', 'PAN', 'YCS', 'KNO', 'GDN') -- 6506.89
CWC CDR LWN CMF BOO A330 -- ('CWC', 'LWN', 'CDR', 'BOO', 'CMF', 'CWC') -- 8279.48
TNJ YSF GLQ QPJ MQT A330 -- ('TNJ', 'YSF', 'MQT', 'GLQ', 'QPJ', 'TNJ') -- 9352.75
NUW FGI URS PYJ ABA A330 -- ('NUW', 'PYJ', 'URS', 'ABA', 'FGI', 'NUW') -- 9939.83
OKO PSH ALY LHW PPC DC8 -- ('OKO', 'PPC', 'PSH', 'ALY', 'LHW', 'OKO') -- 10554.1
L52 FAF PWE CSK FLR DC8 -- ('L52', 'PWE', 'FLR', 'CSK', 'FAF', 'L52') -- 13521.21
QQW N69 CVF YPL NXP DC8 -- ('QQW', 'CVF', 'N69', 'NXP', 'YPL', 'QQW') -- 17966.85
PYM OXC NAQ SCE HDO DC8 -- ('PYM', 'NAQ', 'HDO', 'SCE', 'OXC', 'PYM') -- 7269.39
VAK LPD WUX BIL OZC MD11 -- ('VAK', 'WUX', 'OZC', 'LPD', 'BIL', 'VAK') -- 10394.88
LSY JHS LNV BEH LIO MD11 -- ('LSY', 'LNV', 'JHS', 'BEH', 'LIO', 'LSY') -- 10607.46
TCE GEN HNA NZJ STL MD11 -- ('TCE', 'HNA', 'NZJ', 'STL', 'GEN', 'TCE') -- 11158.56
MGT DXR LKP ORN BHO MD11 -- ('MGT', 'BHO', 'DXR', 'LKP', 'ORN', 'MGT') -- 11803.24
PFR FZI XBK CJL ZPC MD11 -- ('PFR', 'ZPC', 'FZI', 'XBK', 'CJL', 'PFR') -- 12040.19
AVO SMR MUK XQU NKG MD11 -- ('AVO', 'SMR', 'NKG', 'MUK', 'XQU', 'AVO') -- 12624.13
BLE HGU SPZ SXR SNV MD11 -- ('BLE', 'HGU', 'SXR', 'SPZ', 'SNV', 'BLE') -- 12641.69
